pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
3219,51,1,Suburban,Law,0.26,0.42,0.82,0.72,0.62,0.13,0.42,Quality Time,0.18,45,5,Rural,Healthcare,0.36,0.56,0.09,0.3,0.26,0.51,0.63,Acts of Service,0.62,56.0,0,42
3220,54,3,Urban,Healthcare,0.39,0.59,0.82,0.42,0.24,0.9,1.0,Physical Touch,0.38,46,5,Urban,Entrepreneurship,0.48,0.49,0.83,0.52,0.28,0.1,0.63,Quality Time,0.27,71.3,1,58
3221,23,4,Urban,Law,0.54,0.27,0.74,0.2,0.56,0.34,0.66,Physical Touch,0.76,18,3,Suburban,Tech,0.7,0.36,0.33,0.84,0.61,0.92,0.83,Words of Affirmation,0.73,55.3,0,67
3222,24,3,Suburban,Entrepreneurship,0.35,0.6,0.43,0.55,0.64,0.27,0.61,Words of Affirmation,0.33,40,4,Urban,Science,0.71,0.34,0.86,0.79,0.25,0.09,0.24,Physical Touch,0.25,58.3,0,40
3223,49,3,Suburban,Healthcare,0.5,0.35,0.32,0.77,0.42,0.12,0.56,Acts of Service,0.72,26,2,Urban,Tech,0.3,0.49,0.48,0.35,0.36,0.33,0.35,Receiving Gifts,0.54,56.9,0,52
3224,49,2,Suburban,Marketing,0.26,0.36,0.61,0.48,0.48,0.38,0.6,Physical Touch,0.35,19,3,Suburban,Tech,0.57,0.8,0.5,0.33,0.23,0.16,0.08,Quality Time,0.23,50.2,0,48
3225,42,2,Suburban,Finance,0.26,0.62,0.09,0.63,0.4,0.18,0.36,Words of Affirmation,0.76,33,2,Suburban,Creative Arts,0.54,0.67,0.45,0.54,0.36,0.7,0.49,Quality Time,0.65,51.4,0,82
3226,50,3,Suburban,Marketing,0.49,0.22,0.78,0.47,0.67,0.5,0.71,Words of Affirmation,0.11,38,2,Suburban,Entrepreneurship,0.46,0.78,0.86,0.42,0.53,0.11,0.79,Acts of Service,0.27,66.1,1,58
3227,24,4,Rural,Law,0.39,0.42,0.81,0.82,0.42,0.3,0.36,Receiving Gifts,0.73,54,2,Urban,Science,0.7,0.76,0.31,0.52,0.46,0.81,0.34,Receiving Gifts,0.08,77.9,1,73
3228,29,3,Urban,Education,0.6,0.22,0.32,0.33,0.53,0.87,0.33,Physical Touch,0.64,18,3,Rural,Entrepreneurship,0.52,0.48,0.32,0.5,0.12,0.93,0.35,Physical Touch,0.42,69.0,1,39
3229,33,5,Suburban,Marketing,0.69,0.2,0.45,0.57,0.72,0.08,0.42,Physical Touch,0.57,44,3,Urban,Tech,0.36,0.8,0.48,0.31,0.45,0.46,0.84,Quality Time,0.22,64.6,0,88
3230,33,1,Suburban,Tech,0.47,0.39,0.07,0.79,0.14,0.64,0.75,Acts of Service,0.53,52,3,Urban,Entrepreneurship,0.45,0.32,0.51,0.05,0.61,0.07,0.59,Words of Affirmation,0.41,71.4,1,116
3231,53,4,Urban,Marketing,0.65,0.22,0.61,0.92,0.5,0.8,0.13,Physical Touch,0.7,54,4,Urban,Science,0.54,0.79,0.98,0.9,0.31,0.86,0.72,Acts of Service,0.49,57.5,0,83
3232,30,2,Urban,Tech,0.28,0.66,0.57,0.38,0.39,0.65,0.52,Words of Affirmation,0.95,23,2,Suburban,Entrepreneurship,0.38,0.82,0.32,0.18,0.53,0.67,0.55,Receiving Gifts,0.73,75.9,1,84
3233,24,4,Urban,Tech,0.38,0.3,0.65,0.42,0.66,0.57,0.3,Receiving Gifts,0.28,38,1,Suburban,Creative Arts,0.6,0.19,0.29,0.39,0.26,0.62,0.86,Quality Time,0.46,52.2,0,56
3234,53,5,Urban,Tech,0.65,0.28,0.39,0.36,0.16,0.7,0.35,Receiving Gifts,0.25,29,4,Rural,Creative Arts,0.31,0.49,0.28,0.46,0.82,0.34,0.54,Quality Time,0.46,54.0,0,43
3235,26,4,Suburban,Education,0.91,0.4,0.41,0.48,0.68,0.58,0.87,Acts of Service,0.46,37,4,Urban,Creative Arts,0.68,0.87,0.46,0.05,0.79,0.47,0.1,Words of Affirmation,0.89,55.0,0,56
3236,49,3,Urban,Education,0.31,0.68,0.68,0.8,0.89,0.82,0.17,Receiving Gifts,0.56,19,1,Urban,Tech,0.18,0.26,0.88,0.81,0.94,0.78,0.25,Quality Time,0.83,71.2,1,85
3237,28,3,Suburban,Engineering,0.2,0.61,0.14,0.6,0.56,0.13,0.19,Words of Affirmation,0.48,35,2,Suburban,Engineering,0.43,0.34,0.5,0.58,0.27,0.86,0.7,Physical Touch,0.46,66.3,1,78
3238,25,3,Urban,Marketing,0.39,0.6,0.13,0.19,0.56,0.44,0.72,Words of Affirmation,0.39,45,4,Urban,Entrepreneurship,0.45,0.47,1.0,0.67,0.54,0.47,0.3,Words of Affirmation,0.68,69.2,1,105
3239,50,3,Urban,Tech,0.65,0.57,0.75,0.35,0.21,0.8,0.51,Quality Time,0.32,29,1,Urban,Entrepreneurship,0.18,0.53,0.23,0.71,0.4,0.49,0.21,Receiving Gifts,0.16,50.7,0,64
3240,40,4,Urban,Engineering,0.86,0.17,0.29,0.36,0.33,0.04,0.92,Quality Time,0.7,38,3,Urban,Tech,0.62,0.86,0.44,0.54,0.45,0.83,0.28,Acts of Service,0.19,58.9,0,75
3241,42,4,Suburban,Tech,0.84,0.37,0.16,0.4,0.11,0.51,0.39,Physical Touch,0.89,46,3,Urban,Creative Arts,0.39,0.48,0.42,0.58,0.76,0.61,0.16,Quality Time,0.69,52.5,0,65
3242,25,1,Suburban,Creative Arts,0.24,0.37,0.71,0.24,0.18,0.53,0.43,Physical Touch,0.3,47,1,Suburban,Finance,0.33,0.73,0.06,0.37,0.4,0.33,0.67,Acts of Service,0.68,63.5,0,22
3243,39,2,Urban,Healthcare,0.74,0.48,0.18,0.88,0.3,0.34,0.56,Quality Time,0.06,29,3,Suburban,Tech,0.58,0.45,0.57,0.36,0.47,0.72,0.66,Physical Touch,0.71,61.3,0,72
3244,21,3,Urban,Marketing,0.37,0.19,0.44,0.17,0.75,0.95,0.63,Words of Affirmation,0.8,50,2,Urban,Science,0.38,0.39,0.28,0.6,0.82,0.58,0.36,Acts of Service,0.6,61.0,0,43
3245,20,3,Rural,Creative Arts,0.51,0.58,0.43,0.38,0.16,0.04,0.58,Acts of Service,0.67,44,3,Urban,Creative Arts,0.3,0.26,0.65,0.43,0.19,0.37,0.86,Words of Affirmation,0.43,73.4,1,89
3246,46,2,Suburban,Education,0.46,0.76,0.69,0.56,0.76,0.39,0.53,Words of Affirmation,0.81,29,2,Urban,Entrepreneurship,0.6,0.33,0.29,0.23,0.9,0.18,0.67,Physical Touch,0.35,53.7,0,39
3247,46,2,Suburban,Tech,0.28,0.72,0.33,0.66,0.44,0.36,0.24,Receiving Gifts,0.39,31,1,Rural,Finance,0.54,0.38,0.39,0.91,0.41,0.41,0.49,Receiving Gifts,0.63,69.0,1,82
3248,51,3,Rural,Marketing,0.66,0.1,0.51,0.55,0.73,0.17,0.81,Words of Affirmation,0.55,29,3,Suburban,Entrepreneurship,0.45,0.08,0.37,0.69,0.32,0.4,0.57,Acts of Service,0.54,73.9,1,84
3249,51,3,Urban,Finance,0.7,0.77,0.38,0.57,0.6,0.27,0.38,Words of Affirmation,0.29,46,2,Urban,Science,0.76,0.56,0.64,0.24,0.75,0.4,0.32,Acts of Service,0.42,84.0,1,70
3250,45,5,Suburban,Marketing,0.6,0.66,0.57,0.39,0.31,0.12,0.21,Physical Touch,0.25,36,2,Rural,Healthcare,0.49,0.87,0.38,0.95,0.58,0.9,0.16,Words of Affirmation,0.65,54.1,0,58
3251,30,4,Rural,Engineering,0.61,0.49,0.28,0.54,0.51,0.23,0.14,Acts of Service,0.89,22,4,Urban,Law,0.47,0.71,0.26,0.71,0.15,0.56,0.21,Quality Time,0.19,59.4,0,105
3252,32,3,Suburban,Finance,0.45,0.75,0.56,0.39,0.37,0.88,0.56,Quality Time,0.3,44,5,Urban,Entrepreneurship,0.62,0.49,0.9,0.47,0.54,0.36,0.61,Words of Affirmation,0.67,67.9,1,79
3253,40,4,Urban,Healthcare,0.55,0.85,0.36,0.42,0.44,0.13,0.64,Quality Time,0.55,37,3,Urban,Entrepreneurship,0.39,0.06,0.54,0.43,0.51,0.13,0.36,Acts of Service,0.47,52.0,0,87
3254,43,4,Rural,Engineering,0.46,0.45,0.68,0.61,0.86,0.24,0.31,Quality Time,0.75,35,2,Urban,Marketing,0.16,0.33,0.6,0.33,0.34,0.13,0.43,Physical Touch,0.6,58.4,0,50
3255,21,3,Urban,Marketing,0.64,0.62,0.14,0.86,0.84,0.3,0.26,Words of Affirmation,0.55,43,3,Suburban,Education,0.64,0.33,0.36,0.73,0.39,0.7,0.18,Words of Affirmation,0.44,77.0,1,76
3256,43,2,Urban,Science,0.47,0.77,0.52,0.35,0.51,0.59,0.25,Quality Time,0.21,26,2,Urban,Entrepreneurship,0.19,0.39,0.36,0.63,0.82,0.33,0.47,Words of Affirmation,0.16,69.4,1,82
3257,26,5,Urban,Entrepreneurship,0.63,0.56,0.47,0.64,0.21,0.51,0.12,Quality Time,0.22,46,1,Suburban,Science,0.25,0.63,0.35,0.61,0.64,0.65,0.13,Acts of Service,0.35,67.5,1,94
3258,22,5,Suburban,Law,0.75,0.45,0.38,0.53,0.48,0.34,0.17,Physical Touch,0.72,30,2,Urban,Marketing,0.42,0.64,0.51,0.58,0.36,0.26,0.18,Quality Time,0.65,64.2,0,71
3259,49,2,Suburban,Tech,0.4,0.78,0.72,0.48,0.66,0.62,0.63,Quality Time,0.13,33,4,Urban,Engineering,0.72,0.51,0.36,0.54,0.18,0.45,0.62,Receiving Gifts,0.38,54.0,0,31
3260,37,4,Urban,Tech,0.72,0.21,0.17,0.54,0.33,0.36,0.77,Words of Affirmation,0.11,39,3,Rural,Entrepreneurship,0.48,0.9,0.2,0.82,0.05,0.55,0.88,Receiving Gifts,0.54,62.7,0,71
3261,28,1,Suburban,Finance,0.32,0.22,0.34,0.53,0.44,0.22,0.11,Words of Affirmation,0.18,36,3,Urban,Law,0.38,0.41,0.56,0.54,0.84,0.19,0.21,Physical Touch,0.63,62.5,0,65
3262,32,1,Suburban,Education,0.22,0.6,0.96,0.43,0.24,0.41,0.31,Words of Affirmation,0.15,47,4,Urban,Finance,0.47,0.33,0.38,0.4,0.54,0.74,0.76,Physical Touch,0.35,51.9,0,46
3263,49,3,Suburban,Creative Arts,0.39,0.72,0.47,0.44,0.82,0.64,0.19,Physical Touch,0.58,23,4,Urban,Marketing,0.21,0.37,0.29,0.35,0.91,0.36,0.42,Acts of Service,0.15,50.0,0,69
3264,45,3,Urban,Marketing,0.43,0.36,0.42,0.41,0.7,0.65,0.43,Words of Affirmation,0.41,28,1,Suburban,Finance,0.32,0.13,0.18,0.56,0.46,0.66,0.64,Quality Time,0.24,58.2,0,72
3265,39,3,Rural,Entrepreneurship,0.54,0.55,0.53,0.46,0.98,0.54,0.75,Acts of Service,0.41,40,2,Suburban,Science,0.36,0.51,0.25,0.77,0.43,0.19,0.76,Quality Time,0.18,59.5,0,64
3266,34,3,Suburban,Creative Arts,0.56,0.15,0.29,0.26,0.73,0.18,0.61,Acts of Service,0.38,39,4,Urban,Law,0.52,0.82,0.55,0.43,0.22,0.39,0.28,Acts of Service,0.93,56.5,0,40
3267,43,2,Rural,Marketing,0.16,0.49,0.28,0.86,0.52,0.93,0.58,Acts of Service,0.59,34,2,Urban,Science,0.41,0.31,0.48,0.68,0.61,0.58,0.74,Physical Touch,0.38,65.9,1,91
3268,24,2,Urban,Education,0.33,0.07,0.82,0.38,0.34,0.26,0.17,Acts of Service,0.27,41,3,Rural,Engineering,0.5,0.74,0.28,0.55,0.67,0.41,0.72,Acts of Service,0.43,69.7,1,80
3269,43,4,Urban,Creative Arts,0.57,0.09,0.19,0.19,0.29,0.28,0.4,Acts of Service,0.39,45,3,Suburban,Science,0.36,0.25,0.48,0.18,0.88,0.43,0.22,Physical Touch,0.75,59.1,0,40
3270,42,2,Suburban,Tech,0.23,0.25,0.05,0.47,0.51,0.59,0.16,Receiving Gifts,0.62,47,3,Rural,Science,0.53,0.45,0.39,0.53,0.53,0.39,0.13,Quality Time,0.35,75.2,1,94
3271,27,3,Suburban,Law,0.42,0.48,0.68,0.45,0.47,0.44,0.51,Acts of Service,0.66,19,2,Suburban,Engineering,0.68,0.69,0.29,0.6,0.15,0.62,0.19,Receiving Gifts,0.53,62.8,0,76
3272,36,3,Suburban,Healthcare,0.56,0.54,0.14,0.25,0.34,0.14,0.66,Physical Touch,0.82,19,4,Rural,Entrepreneurship,0.74,0.61,0.91,0.64,0.64,0.54,0.49,Words of Affirmation,0.19,50.4,0,64
3273,28,4,Suburban,Marketing,0.71,0.8,0.76,0.68,0.58,0.45,0.3,Acts of Service,0.27,51,2,Urban,Creative Arts,0.29,0.57,0.36,0.47,0.37,0.9,0.91,Acts of Service,0.62,46.0,0,43
3274,30,3,Urban,Creative Arts,0.22,0.81,0.44,0.77,0.46,0.25,0.65,Words of Affirmation,0.14,42,2,Urban,Tech,0.51,0.41,0.29,0.24,0.2,0.93,0.67,Words of Affirmation,0.19,70.7,1,57
3275,25,2,Urban,Science,0.64,0.39,0.38,0.3,0.19,0.68,0.69,Quality Time,0.56,50,4,Suburban,Creative Arts,0.69,0.48,0.43,0.49,0.29,0.66,0.3,Quality Time,0.44,76.1,1,105
3276,21,5,Rural,Marketing,0.97,0.33,0.81,0.72,0.21,0.48,0.59,Quality Time,0.73,37,1,Urban,Tech,0.59,0.38,0.62,0.94,0.43,0.67,0.54,Acts of Service,0.5,65.9,1,67
3277,48,2,Suburban,Tech,0.65,0.61,0.39,0.27,0.33,0.78,0.49,Physical Touch,0.25,53,4,Rural,Engineering,0.74,0.54,0.54,0.58,0.75,0.33,0.37,Physical Touch,0.55,74.7,1,98
3278,45,2,Suburban,Finance,0.71,0.24,0.37,0.86,0.49,0.28,0.67,Physical Touch,0.36,51,3,Suburban,Creative Arts,0.56,0.4,0.52,0.5,0.91,0.92,0.18,Physical Touch,0.2,62.5,0,78
3279,28,4,Suburban,Engineering,0.68,0.4,0.5,0.2,0.44,0.45,0.33,Physical Touch,0.15,18,5,Suburban,Healthcare,0.64,0.58,0.87,0.47,0.69,0.33,0.32,Physical Touch,0.56,65.9,1,67
3280,18,4,Urban,Entrepreneurship,0.7,0.63,0.67,0.49,0.6,0.58,0.32,Physical Touch,0.85,29,3,Suburban,Tech,0.47,0.44,0.8,0.09,0.53,0.51,0.21,Receiving Gifts,0.22,57.2,0,91
3281,55,4,Urban,Tech,0.63,0.18,0.69,0.78,0.1,0.73,0.39,Receiving Gifts,0.73,19,2,Suburban,Finance,0.46,0.76,0.76,0.1,0.14,0.34,0.15,Quality Time,0.27,46.0,0,55
3282,41,1,Urban,Healthcare,0.07,0.9,0.07,0.46,0.6,0.34,0.19,Physical Touch,0.37,24,5,Rural,Marketing,0.73,0.52,0.79,0.72,0.71,0.9,0.23,Words of Affirmation,0.21,44.9,0,52
3283,48,4,Suburban,Education,0.36,0.36,0.79,0.54,0.6,0.34,0.54,Quality Time,0.69,25,2,Urban,Finance,0.55,0.64,0.6,0.52,0.68,0.17,0.84,Receiving Gifts,0.44,52.8,0,33
3284,43,4,Suburban,Entrepreneurship,0.84,0.36,0.67,0.68,0.66,0.41,0.74,Receiving Gifts,0.15,53,3,Urban,Marketing,0.32,0.27,0.4,0.96,0.48,0.43,0.63,Receiving Gifts,0.19,71.8,1,42
3285,22,3,Suburban,Marketing,0.41,0.06,0.17,0.57,0.82,0.05,0.46,Words of Affirmation,0.47,32,4,Rural,Entrepreneurship,0.64,0.45,0.56,0.56,0.64,0.57,0.15,Physical Touch,0.61,60.1,0,39
3286,37,2,Urban,Engineering,0.66,0.65,0.54,0.15,0.67,0.19,0.54,Quality Time,0.56,41,2,Urban,Tech,0.65,0.53,0.79,0.86,0.12,0.92,0.55,Acts of Service,0.63,68.9,1,58
3287,28,3,Urban,Education,0.45,0.36,0.77,0.47,0.58,0.83,0.8,Acts of Service,0.3,31,4,Urban,Marketing,0.35,0.61,0.58,0.67,0.58,0.34,0.05,Quality Time,0.75,48.5,0,86
3288,50,2,Suburban,Engineering,0.46,0.8,0.5,0.57,0.35,0.7,0.69,Physical Touch,0.94,28,2,Suburban,Tech,0.74,0.66,0.36,0.19,0.42,0.64,0.39,Words of Affirmation,0.68,50.1,0,61
3289,55,5,Suburban,Finance,0.75,0.94,0.86,0.9,0.4,0.08,0.69,Words of Affirmation,0.7,54,4,Urban,Creative Arts,0.62,0.2,0.56,0.38,0.65,0.79,0.61,Acts of Service,0.47,69.0,1,52
3290,44,4,Suburban,Tech,0.49,0.91,0.06,0.53,0.7,0.18,0.65,Receiving Gifts,0.31,54,3,Urban,Healthcare,0.52,0.56,0.52,0.2,0.46,0.54,0.34,Words of Affirmation,0.89,53.9,0,46
3291,51,3,Suburban,Finance,0.36,0.36,0.79,0.69,0.67,0.45,0.46,Quality Time,0.63,43,5,Suburban,Law,0.45,0.28,0.41,0.43,0.4,0.91,0.37,Words of Affirmation,0.36,71.6,1,80
3292,32,4,Suburban,Marketing,0.26,0.81,0.73,0.53,0.61,0.67,0.2,Receiving Gifts,0.58,41,3,Urban,Creative Arts,0.58,0.58,0.19,0.05,0.38,0.86,0.22,Acts of Service,0.62,74.7,1,75
3293,49,3,Urban,Education,0.59,0.42,0.67,0.79,0.66,0.47,0.49,Physical Touch,0.44,55,3,Urban,Tech,0.45,0.4,0.89,0.85,0.69,0.69,0.52,Physical Touch,0.09,69.6,1,72
3294,38,1,Urban,Creative Arts,0.14,0.52,0.67,0.51,0.4,0.81,0.46,Physical Touch,0.26,55,4,Urban,Marketing,0.56,0.76,0.26,0.71,0.31,0.34,0.45,Physical Touch,0.16,64.6,0,60
3295,22,2,Rural,Finance,0.3,0.6,0.19,0.51,0.68,0.3,0.33,Physical Touch,0.58,18,3,Urban,Engineering,0.65,0.46,0.62,0.24,0.38,0.89,0.18,Physical Touch,0.4,72.8,1,73
3296,23,5,Urban,Science,0.66,0.63,0.71,0.83,0.42,0.78,0.78,Acts of Service,0.3,23,4,Rural,Law,0.73,0.88,0.82,0.54,0.87,0.31,0.15,Quality Time,0.37,69.7,1,62
3297,55,4,Suburban,Law,0.85,0.56,0.55,0.19,0.82,0.75,0.43,Physical Touch,0.53,32,2,Urban,Creative Arts,0.12,0.34,0.29,0.3,0.47,0.7,0.34,Words of Affirmation,0.88,52.9,0,57
3298,39,5,Rural,Education,0.44,0.3,0.24,0.5,0.35,0.92,0.77,Acts of Service,0.67,52,5,Rural,Entrepreneurship,0.67,0.65,0.15,0.27,0.8,0.35,0.21,Acts of Service,0.67,88.4,1,104
3299,35,1,Suburban,Healthcare,0.33,0.49,0.68,0.82,0.77,0.32,0.23,Receiving Gifts,0.72,50,1,Suburban,Law,0.24,0.14,0.38,0.1,0.42,0.87,0.75,Words of Affirmation,0.66,61.0,0,90
3300,31,2,Urban,Healthcare,0.64,0.61,0.65,0.27,0.18,0.35,0.63,Words of Affirmation,0.23,31,2,Rural,Marketing,0.13,0.6,0.28,0.32,0.14,0.84,0.37,Acts of Service,0.24,66.6,1,61
3301,27,1,Urban,Creative Arts,0.27,0.36,0.73,0.11,0.25,0.2,0.19,Quality Time,0.31,40,2,Urban,Engineering,0.36,0.25,0.84,0.76,0.85,0.34,0.38,Words of Affirmation,0.62,65.4,1,71
3302,30,4,Urban,Creative Arts,0.49,0.45,0.85,0.37,0.74,0.54,0.43,Words of Affirmation,0.19,48,1,Urban,Entrepreneurship,0.43,0.59,0.94,0.82,0.32,0.5,0.57,Receiving Gifts,0.44,51.5,0,34
3303,48,2,Rural,Healthcare,0.27,0.28,0.58,0.45,0.4,0.92,0.71,Words of Affirmation,0.41,37,2,Rural,Engineering,0.18,0.4,0.66,0.54,0.2,0.45,0.56,Receiving Gifts,0.88,66.2,1,99
3304,47,3,Urban,Tech,0.43,0.52,0.82,0.68,0.29,0.33,0.91,Physical Touch,0.4,32,3,Urban,Creative Arts,0.35,0.16,0.8,0.42,0.55,0.36,0.61,Words of Affirmation,0.44,64.6,0,97
3305,20,2,Urban,Healthcare,0.19,0.25,0.2,0.86,0.37,0.77,0.12,Words of Affirmation,0.42,23,2,Suburban,Education,0.67,0.8,0.83,0.29,0.5,0.51,0.63,Physical Touch,0.63,30.3,0,51
3306,47,5,Rural,Engineering,0.86,0.51,0.85,0.2,0.73,0.23,0.55,Quality Time,0.66,26,1,Urban,Marketing,0.28,0.65,0.81,0.56,0.28,0.47,0.3,Physical Touch,0.57,45.5,0,29
3307,23,3,Rural,Education,0.13,0.37,0.83,0.59,0.9,0.31,0.93,Physical Touch,0.14,49,3,Suburban,Law,0.54,0.35,0.44,0.89,0.17,0.51,0.97,Physical Touch,0.26,76.9,1,78
3308,46,4,Urban,Tech,0.34,0.14,0.23,0.45,0.75,0.17,0.19,Physical Touch,0.43,36,4,Urban,Engineering,0.54,0.85,0.69,0.51,0.91,0.5,0.34,Receiving Gifts,0.44,59.2,0,71
3309,25,3,Urban,Engineering,0.26,0.73,0.62,0.31,0.28,0.11,0.23,Words of Affirmation,0.93,38,3,Urban,Creative Arts,0.51,0.62,0.53,0.47,0.54,0.24,0.42,Words of Affirmation,0.29,65.5,1,66
3310,50,3,Rural,Creative Arts,0.51,0.47,0.77,0.85,0.83,0.67,0.74,Words of Affirmation,0.48,52,5,Urban,Education,0.78,0.83,0.7,0.72,0.45,0.35,0.49,Physical Touch,0.26,70.2,1,73
3311,34,3,Urban,Tech,0.45,0.25,0.46,0.68,0.36,0.17,0.51,Quality Time,0.77,20,1,Suburban,Tech,0.62,0.58,0.5,0.31,0.43,0.42,0.11,Quality Time,0.33,76.0,1,100
3312,28,2,Suburban,Tech,0.52,0.22,0.49,0.13,0.43,0.69,0.3,Acts of Service,0.61,38,2,Rural,Finance,0.48,0.5,0.51,0.46,0.27,0.39,0.24,Words of Affirmation,0.51,63.5,0,64
3313,30,2,Suburban,Science,0.38,0.35,0.38,0.66,0.5,0.89,0.59,Words of Affirmation,0.9,27,5,Suburban,Tech,0.64,0.5,0.43,0.89,0.54,0.29,0.64,Physical Touch,0.57,57.6,0,59
3314,28,2,Urban,Education,0.36,0.76,0.13,0.44,0.56,0.85,0.78,Quality Time,0.14,35,3,Suburban,Creative Arts,0.65,0.19,0.29,0.37,0.61,0.63,0.23,Words of Affirmation,0.4,56.5,0,44
3315,48,3,Urban,Marketing,0.45,0.9,0.73,0.38,0.21,0.26,0.25,Physical Touch,0.86,24,3,Urban,Creative Arts,0.38,0.64,0.78,0.33,0.93,0.43,0.3,Acts of Service,0.4,66.5,1,86
3316,45,3,Urban,Entrepreneurship,0.41,0.35,0.26,0.54,0.43,0.76,0.38,Acts of Service,0.18,26,2,Urban,Creative Arts,0.47,0.82,0.43,0.55,0.4,0.31,0.62,Words of Affirmation,0.76,63.9,0,64
3317,23,3,Suburban,Marketing,0.6,0.44,0.9,0.82,0.66,0.36,0.73,Words of Affirmation,0.31,49,2,Suburban,Marketing,0.72,0.29,0.35,0.34,0.23,0.65,0.56,Receiving Gifts,0.72,71.1,1,101
3318,33,4,Rural,Education,0.43,0.33,0.71,0.45,0.75,0.39,0.53,Receiving Gifts,0.58,18,4,Urban,Science,0.66,0.34,0.73,0.36,0.51,0.54,0.51,Physical Touch,0.25,79.2,1,87
3319,21,2,Urban,Law,0.43,0.89,0.5,0.46,0.48,0.14,0.58,Words of Affirmation,0.55,21,2,Rural,Tech,0.1,0.42,0.17,0.31,0.48,0.65,0.16,Receiving Gifts,0.46,54.0,0,69
3320,52,3,Urban,Marketing,0.38,0.27,0.07,0.54,0.22,0.7,0.77,Receiving Gifts,0.8,21,4,Urban,Entrepreneurship,0.55,0.24,0.68,0.64,0.76,0.75,0.14,Words of Affirmation,0.44,74.3,1,114
3321,43,3,Urban,Law,0.33,0.42,0.7,0.63,0.92,0.81,0.24,Receiving Gifts,0.6,33,3,Suburban,Science,0.75,0.83,0.64,0.4,0.07,0.23,0.53,Words of Affirmation,0.4,53.9,0,53
3322,29,1,Urban,Education,0.33,0.76,0.64,0.28,0.39,0.34,0.47,Receiving Gifts,0.43,35,3,Urban,Law,0.61,0.66,0.53,0.79,0.6,0.55,0.53,Acts of Service,0.39,70.5,1,76
3323,28,2,Urban,Engineering,0.14,0.31,0.03,0.35,0.4,0.43,0.56,Physical Touch,0.25,37,3,Urban,Entrepreneurship,0.7,0.53,0.15,0.59,0.5,0.88,0.07,Quality Time,0.21,58.9,0,89
3324,54,1,Urban,Education,0.36,0.47,0.71,0.83,0.53,0.68,0.37,Quality Time,0.96,30,1,Suburban,Tech,0.22,0.54,0.54,0.26,0.2,0.66,0.82,Quality Time,0.53,69.0,1,72
3325,42,4,Urban,Finance,0.54,0.88,0.67,0.78,0.21,0.38,0.19,Acts of Service,0.43,46,3,Urban,Entrepreneurship,0.58,0.55,0.31,0.42,0.95,0.45,0.66,Words of Affirmation,0.51,71.9,1,86
3326,35,2,Urban,Science,0.38,0.61,0.69,0.88,0.16,0.55,0.38,Receiving Gifts,0.26,45,5,Urban,Tech,0.67,0.52,0.84,0.29,0.48,0.34,0.58,Receiving Gifts,0.44,79.8,1,113
3327,36,3,Urban,Science,0.63,0.56,0.11,0.23,0.64,0.38,0.57,Physical Touch,0.89,48,2,Urban,Creative Arts,0.32,0.24,0.9,0.72,0.83,0.11,0.71,Acts of Service,0.51,48.2,0,56
3328,40,3,Urban,Marketing,0.36,0.66,0.23,0.06,0.2,0.54,0.39,Receiving Gifts,0.53,53,3,Rural,Finance,0.59,0.6,0.25,0.17,0.36,0.22,0.5,Acts of Service,0.31,55.0,0,50
3329,55,5,Suburban,Science,0.67,0.5,0.16,0.69,0.29,0.38,0.28,Acts of Service,0.58,53,5,Urban,Creative Arts,0.76,0.94,0.83,0.62,0.79,0.59,0.66,Quality Time,0.66,61.3,0,66
3330,35,4,Urban,Finance,0.27,0.72,0.33,0.14,0.53,0.6,0.67,Physical Touch,0.72,30,4,Urban,Creative Arts,0.72,0.56,0.57,0.8,0.39,0.18,0.08,Quality Time,0.74,44.3,0,70
3331,43,1,Suburban,Marketing,0.24,0.75,0.3,0.13,0.31,0.38,0.4,Quality Time,0.83,46,3,Urban,Marketing,0.76,0.53,0.73,0.24,0.17,0.53,0.3,Receiving Gifts,0.81,80.7,1,87
3332,23,2,Urban,Entrepreneurship,0.39,0.56,0.64,0.85,0.53,0.55,0.5,Quality Time,0.12,30,3,Suburban,Tech,0.53,0.41,0.73,0.17,0.74,0.6,0.53,Words of Affirmation,0.32,50.4,0,54
3333,21,1,Urban,Entrepreneurship,0.52,0.47,0.42,0.41,0.43,0.34,0.59,Physical Touch,0.44,43,3,Suburban,Creative Arts,0.36,0.82,0.32,0.31,0.57,0.28,0.88,Receiving Gifts,0.07,73.2,1,65
3334,46,1,Rural,Education,0.36,0.67,0.24,0.24,0.61,0.72,0.77,Physical Touch,0.38,28,5,Suburban,Healthcare,0.83,0.46,0.89,0.62,0.54,0.58,0.62,Physical Touch,0.63,64.7,0,62
3335,51,2,Rural,Tech,0.62,0.97,0.33,0.45,0.36,0.42,0.89,Physical Touch,0.32,49,3,Suburban,Tech,0.73,0.78,0.4,0.47,0.45,0.27,0.27,Acts of Service,0.42,65.7,1,54
